debtor_id,age,gender,region,original_amount,days_past_due,collection_status,amount_recovered,outstanding_amount,strategy_used,contact_attempts,contact_success_count,recovery_time_days,credit_score,income_level,employment_status,loan_id,days_past_due_group,collection_rate,contact_efficiency
201,65,남성,화천군,23718400,131,성공,14236073,9482327,전화,3,1,104.0,865,2909,직장인,L0201,90일 이상,0.6002121981246628,4745357.666666667
202,55,남성,동해시,46869576,137,실패,0,46869576,전화,6,1,,585,6560,직장인,L0202,90일 이상,0.0,0.0
203,28,남성,당진시,21170184,197,성공,19672965,1497219,방문,8,0,73.0,563,5602,직장인,L0203,90일 이상,0.9292769963643207,2459120.625
204,41,남성,성남시 수정구,2631451,65,성공,1348698,1282753,문자,2,0,16.0,453,2416,직장인,L0204,30일~90일,0.5125301592163412,674349.0
205,62,여성,진천군,21915618,213,실패,0,21915618,전화,8,2,,719,4397,직장인,L0205,90일 이상,0.0,0.0
206,22,여성,보은군,15908488,169,성공,11385613,4522875,전화,6,2,123.0,610,5081,직장인,L0206,90일 이상,0.7156942256234533,1897602.1666666667
207,49,남성,의왕시,48365995,43,실패,0,48365995,전화,4,1,,596,3771,직장인,L0207,30일~90일,0.0,0.0
208,35,여성,안산시 단원구,31449196,204,실패,0,31449196,전화,8,1,,502,4507,직장인,L0208,90일 이상,0.0,0.0
209,66,여성,성남시,43102033,39,성공,41164021,1938012,문자,1,0,5.0,417,4510,무직,L0209,30일~90일,0.9550366452552249,41164021.0
210,60,여성,수원시 영통구,30917678,204,성공,19455376,11462302,전화,7,0,126.0,920,4774,직장인,L0210,90일 이상,0.629263814701738,2779339.4285714286
211,67,남성,태백시,34585608,311,실패,0,34585608,방문,12,0,,458,3742,직장인,L0211,90일 이상,0.0,0.0
212,21,남성,수원시 영통구,17814660,205,성공,14607647,3207013,전화,9,0,103.0,782,6906,직장인,L0212,90일 이상,0.8199789948278553,1623071.888888889
213,66,남성,보은군,3959695,299,성공,2963406,996289,방문,11,1,174.0,800,2286,직장인,L0213,90일 이상,0.7483924898256052,269400.54545454547
214,62,여성,성남시 중원구,6908818,358,실패,0,6908818,방문,13,2,,625,7420,직장인,L0214,90일 이상,0.0,0.0
215,51,남성,파주시,1913719,227,성공,1885594,28125,전화,8,0,59.0,434,3388,무직,L0215,90일 이상,0.9853034849944009,235699.25
216,28,남성,고양시 덕양구,21357117,323,실패,0,21357117,방문,11,0,,655,5967,직장인,L0216,90일 이상,0.0,0.0
217,26,남성,고양시 덕양구,38132604,316,성공,19660106,18472498,전화,12,2,314.0,834,6797,직장인,L0217,90일 이상,0.5155720810464451,1638342.1666666667
218,41,남성,연천군,25701197,256,실패,0,25701197,전화,8,0,,677,7525,직장인,L0218,90일 이상,0.0,0.0
219,54,여성,정선군,3284333,345,실패,0,3284333,전화,14,0,,559,3308,자영업,L0219,90일 이상,0.0,0.0
220,38,여성,의왕시,35846273,19,성공,29258164,6588109,전화,1,0,18.0,540,7404,직장인,L0220,30일 미만,0.8162121624192283,29258164.0
221,55,여성,용인시 처인구,27968996,292,성공,20563369,7405627,전화,10,0,216.0,689,7424,직장인,L0221,90일 이상,0.7352201344660352,2056336.9
222,53,여성,공주시,2524275,223,성공,1571464,952811,전화,7,0,40.0,635,3579,자영업,L0222,90일 이상,0.6225407295163958,224494.85714285713
223,69,여성,의왕시,6368552,223,실패,0,6368552,전화,8,0,,922,5782,무직,L0223,90일 이상,0.0,0.0
224,52,여성,부여군,23514105,51,성공,19671767,3842338,문자,1,0,40.0,691,4398,직장인,L0224,30일~90일,0.8365943334862203,19671767.0
225,56,여성,안산시 단원구,35599560,216,실패,0,35599560,전화,9,0,,608,5842,무직,L0225,90일 이상,0.0,0.0
226,24,여성,부천시 소사구,30110755,316,성공,19398850,10711905,전화,12,0,180.0,613,6414,직장인,L0226,90일 이상,0.6442498701875792,1616570.8333333333
227,24,남성,김포시,28180459,189,성공,14527681,13652778,전화,8,0,73.0,408,3254,직장인,L0227,90일 이상,0.5155232212505836,1815960.125
228,24,남성,오산시,23272298,180,성공,20667224,2605074,전화,7,0,149.0,645,7405,직장인,L0228,90일 이상,0.8880611618156488,2952460.5714285714
229,69,여성,오산시,39274445,175,실패,0,39274445,전화,5,0,,494,4581,직장인,L0229,90일 이상,0.0,0.0
230,27,남성,청주시 서원구,31133183,254,성공,24949432,6183751,전화,8,0,95.0,602,5191,무직,L0230,90일 이상,0.8013774884501851,3118679.0
231,24,여성,부천시 오정구,37239731,345,실패,0,37239731,전화,11,0,,744,7979,직장인,L0231,90일 이상,0.0,0.0
232,45,여성,가평군,13610044,313,실패,0,13610044,방문,11,0,,549,6338,직장인,L0232,90일 이상,0.0,0.0
233,39,여성,안산시,28444630,114,성공,20415748,8028882,방문,5,0,82.0,747,5797,직장인,L0233,90일 이상,0.7177364585160714,4083149.6
234,56,남성,안산시 단원구,24735209,91,실패,0,24735209,전화,4,1,,501,6385,직장인,L0234,90일 이상,0.0,0.0
235,58,남성,수원시 팔달구,22273021,214,성공,20953505,1319516,전화,7,0,171.0,909,4007,직장인,L0235,90일 이상,0.9407572057692578,2993357.8571428573
236,69,여성,포천시,27765890,322,실패,0,27765890,전화,11,0,,689,5749,직장인,L0236,90일 이상,0.0,0.0
237,60,남성,양평군,22034597,265,성공,11282128,10752469,전화,11,0,133.0,900,3627,직장인,L0237,90일 이상,0.5120188038837289,1025648.0
238,51,남성,당진시,38760220,234,실패,0,38760220,전화,8,0,,458,5621,직장인,L0238,90일 이상,0.0,0.0
239,59,여성,화천군,36643323,21,성공,36185364,457959,문자,2,0,14.0,899,4967,자영업,L0239,30일 미만,0.9875022524567436,18092682.0
240,28,남성,옥천군,239265,102,성공,182416,56849,전화,3,0,53.0,839,3943,자영업,L0240,90일 이상,0.7624015213257267,60805.333333333336
241,59,여성,동해시,20753278,133,실패,0,20753278,전화,5,0,,917,2924,자영업,L0241,90일 이상,0.0,0.0
242,53,남성,금산군,45719522,113,성공,26244685,19474837,전화,3,0,111.0,528,4912,직장인,L0242,90일 이상,0.5740367320550727,8748228.333333334
243,52,여성,안산시,27039081,232,실패,0,27039081,전화,8,1,,421,4390,직장인,L0243,90일 이상,0.0,0.0
244,22,여성,성남시 분당구,23994641,73,성공,14426651,9567990,문자,3,0,36.0,460,4608,직장인,L0244,30일~90일,0.6012447112669866,4808883.666666667
245,60,여성,철원군,27788951,338,실패,0,27788951,방문,11,1,,509,6026,직장인,L0245,90일 이상,0.0,0.0
246,40,여성,영동군,9997600,246,실패,0,9997600,전화,8,0,,522,2645,직장인,L0246,90일 이상,0.0,0.0
247,34,여성,의정부시,42712397,59,성공,22215848,20496549,문자,2,0,24.0,544,5352,무직,L0247,30일~90일,0.5201264635183083,11107924.0
248,58,여성,가평군,39804312,143,성공,28302647,11501665,방문,5,0,50.0,812,4275,직장인,L0248,90일 이상,0.7110447481167367,5660529.4
249,68,여성,아산시,31956782,256,실패,0,31956782,전화,8,2,,688,3244,무직,L0249,90일 이상,0.0,0.0
250,38,남성,양양군,19493334,95,성공,13344667,6148667,전화,2,0,86.0,889,4432,자영업,L0250,90일 이상,0.684575917080167,6672333.5
251,30,여성,영동군,32189655,107,성공,21098229,11091426,전화,3,0,13.0,834,4927,직장인,L0251,90일 이상,0.655435076890386,7032743.0
252,61,여성,안산시 단원구,46250540,287,실패,0,46250540,전화,12,0,,565,6338,직장인,L0252,90일 이상,0.0,0.0
253,47,남성,영동군,3711367,8,성공,3515664,195703,문자,1,0,3.0,794,3347,직장인,L0253,30일 미만,0.9472692945752872,3515664.0
254,66,여성,원주시,36685119,231,성공,32951998,3733121,전화,10,0,192.0,436,5894,자영업,L0254,90일 이상,0.8982388199422223,3295199.8
255,43,남성,안양시 동안구,27609017,8,성공,19730872,7878145,문자,3,0,4.0,517,3701,직장인,L0255,30일 미만,0.714653187398885,6576957.333333333
256,30,남성,이천시,28495231,30,성공,23897951,4597280,문자,3,0,2.0,773,7305,자영업,L0256,30일~90일,0.8386649330900318,7965983.666666667
257,23,여성,고양시 일산동구,28574463,42,성공,27815466,758997,전화,4,0,12.0,791,4799,자영업,L0257,30일~90일,0.9734379260250665,6953866.5
258,59,여성,성남시 분당구,19079787,278,실패,0,19079787,전화,7,0,,676,3193,직장인,L0258,90일 이상,0.0,0.0
259,33,여성,원주시,10184745,78,실패,0,10184745,전화,3,0,,585,5087,자영업,L0259,30일~90일,0.0,0.0
260,63,여성,동두천시,30067340,156,성공,26897605,3169735,전화,5,1,75.0,428,2481,직장인,L0260,90일 이상,0.894578802115518,5379521.0
261,46,남성,군포시,178697,306,실패,0,178697,전화,10,0,,724,2762,직장인,L0261,90일 이상,0.0,0.0
262,54,남성,포천시,23907387,43,실패,0,23907387,문자,3,0,,431,5935,직장인,L0262,30일~90일,0.0,0.0
263,63,여성,안양시,46528637,157,성공,32999725,13528912,방문,6,2,29.0,544,5578,자영업,L0263,90일 이상,0.7092347235531529,5499954.166666667
264,53,여성,안산시 상록구,15313916,250,실패,0,15313916,방문,9,1,,777,2279,직장인,L0264,90일 이상,0.0,0.0
265,52,남성,청양군,36441302,133,실패,0,36441302,방문,6,0,,884,3183,직장인,L0265,90일 이상,0.0,0.0
266,41,여성,증평군,20459394,78,실패,0,20459394,전화,2,0,,567,2961,직장인,L0266,30일~90일,0.0,0.0
267,45,여성,강릉시,11804280,231,성공,7732294,4071986,전화,9,0,57.0,538,7082,직장인,L0267,90일 이상,0.6550415611964474,859143.7777777778
268,62,남성,수원시 권선구,11766453,199,성공,8872617,2893836,전화,7,0,111.0,517,3324,직장인,L0268,90일 이상,0.7540604632509049,1267516.7142857143
269,55,남성,평창군,47671232,141,실패,0,47671232,전화,6,0,,692,4770,자영업,L0269,90일 이상,0.0,0.0
270,63,여성,구리시,14087558,167,성공,12436788,1650770,전화,4,0,61.0,650,5628,직장인,L0270,90일 이상,0.8828207131427604,3109197.0
271,48,여성,포천시,14439696,52,성공,9713811,4725885,문자,1,0,8.0,916,4009,직장인,L0271,30일~90일,0.6727157552347363,9713811.0
272,63,남성,춘천시,10147380,54,성공,8198042,1949338,문자,3,0,52.0,922,4781,직장인,L0272,30일~90일,0.8078974080008829,2732680.6666666665
273,48,남성,수원시 권선구,11522819,241,성공,8053505,3469314,전화,9,0,190.0,482,7597,자영업,L0273,90일 이상,0.6989179470752773,894833.8888888889
274,27,여성,의왕시,16569418,268,성공,11107861,5461557,전화,8,0,15.0,631,2503,무직,L0274,90일 이상,0.6703832928833107,1388482.625
275,67,남성,안양시,43445565,25,실패,0,43445565,전화,2,0,,741,3703,직장인,L0275,30일 미만,0.0,0.0
276,56,여성,고양시,33305842,120,성공,21455238,11850604,전화,4,0,91.0,596,4339,직장인,L0276,90일 이상,0.644188427964079,5363809.5
277,53,남성,하남시,28418809,284,실패,0,28418809,전화,8,0,,594,3338,직장인,L0277,90일 이상,0.0,0.0
278,53,남성,의정부시,22664228,21,실패,0,22664228,문자,1,0,,517,5057,자영업,L0278,30일 미만,0.0,0.0
279,37,남성,태백시,12867965,274,실패,0,12867965,전화,9,0,,445,3114,직장인,L0279,90일 이상,0.0,0.0
280,69,남성,천안시 서북구,37202015,363,실패,0,37202015,전화,13,0,,885,6937,무직,L0280,90일 이상,0.0,0.0
281,55,여성,성남시,47717368,101,성공,28974054,18743314,방문,2,0,27.0,437,3658,직장인,L0281,90일 이상,0.6072014282095358,14487027.0
282,47,남성,춘천시,29981622,40,성공,27527069,2454553,문자,2,0,16.0,800,4620,직장인,L0282,30일~90일,0.9181314139708652,13763534.5
283,51,여성,부여군,20405895,337,실패,0,20405895,전화,11,0,,658,7916,직장인,L0283,90일 이상,0.0,0.0
284,44,남성,용인시 처인구,42054901,326,성공,31172187,10882714,전화,9,0,210.0,811,5431,직장인,L0284,90일 이상,0.741226022622191,3463576.3333333335
285,49,남성,철원군,34654349,234,성공,22767156,11887193,방문,9,0,151.0,655,3882,직장인,L0285,90일 이상,0.6569783203833954,2529684.0
286,49,여성,증평군,8878845,334,성공,5857966,3020879,전화,13,0,244.0,441,6304,자영업,L0286,90일 이상,0.6597666701017981,450612.76923076925
287,26,여성,오산시,21693913,183,성공,18664461,3029452,전화,7,1,169.0,595,7442,직장인,L0287,90일 이상,0.8603547455915399,2666351.5714285714
288,67,남성,양양군,28370221,138,실패,0,28370221,전화,5,1,,525,6254,직장인,L0288,90일 이상,0.0,0.0
289,43,여성,태백시,45251353,118,성공,30828468,14422885,전화,5,0,65.0,486,2880,자영업,L0289,90일 이상,0.6812717400958155,6165693.6
290,56,여성,평택시,44475536,255,실패,0,44475536,전화,9,0,,590,5088,직장인,L0290,90일 이상,0.0,0.0
291,28,남성,부천시,14191228,300,실패,0,14191228,전화,11,2,,563,7137,직장인,L0291,90일 이상,0.0,0.0
292,56,남성,보은군,35120564,190,실패,0,35120564,방문,7,1,,641,3500,무직,L0292,90일 이상,0.0,0.0
293,24,여성,삼척시,13726463,196,실패,0,13726463,전화,5,0,,697,2672,자영업,L0293,90일 이상,0.0,0.0
294,35,여성,고양시,10583015,165,실패,0,10583015,방문,6,0,,726,2069,직장인,L0294,90일 이상,0.0,0.0
295,59,여성,음성군,45148018,146,성공,41530374,3617644,전화,5,0,33.0,454,7483,직장인,L0295,90일 이상,0.9198714769715916,8306074.8
296,29,남성,논산시,21223129,42,성공,18003757,3219372,문자,1,0,7.0,520,2811,직장인,L0296,30일~90일,0.8483083243757318,18003757.0
297,30,여성,평택시,25609791,254,실패,0,25609791,전화,10,1,,748,4325,직장인,L0297,90일 이상,0.0,0.0
298,22,남성,포천시,24376331,137,성공,14318127,10058204,전화,5,0,69.0,775,4073,직장인,L0298,90일 이상,0.5873782645960953,2863625.4
299,36,남성,수원시 팔달구,7425286,28,성공,5646902,1778384,전화,2,0,22.0,575,7104,직장인,L0299,30일 미만,0.7604962286974536,2823451.0
300,39,남성,고양시 일산동구,11837993,275,성공,8062040,3775953,방문,10,0,45.0,733,6542,직장인,L0300,90일 이상,0.6810309821943635,806204.0
301,50,여성,계룡시,16202610,217,성공,10851677,5350933,방문,7,0,139.0,680,6766,직장인,L0301,90일 이상,0.6697487009808913,1550239.5714285714
302,25,여성,계룡시,18685414,312,실패,0,18685414,전화,11,1,,767,3065,직장인,L0302,90일 이상,0.0,0.0
303,40,여성,안양시 만안구,10883221,73,실패,0,10883221,문자,5,0,,578,7570,직장인,L0303,30일~90일,0.0,0.0
304,38,여성,청주시 청원구,19254252,88,실패,0,19254252,문자,4,0,,413,7082,직장인,L0304,30일~90일,0.0,0.0
305,37,여성,단양군,41241951,24,성공,23466486,17775465,문자,1,0,23.0,699,2972,직장인,L0305,30일 미만,0.5689955356379721,23466486.0
306,41,여성,영월군,33446465,151,실패,0,33446465,전화,5,0,,738,5835,직장인,L0306,90일 이상,0.0,0.0
307,53,여성,제천시,21467625,271,성공,12162683,9304942,전화,11,1,142.0,564,5183,직장인,L0307,90일 이상,0.5665593189745023,1105698.4545454546
308,32,여성,예산군,34899569,298,실패,0,34899569,전화,10,0,,593,5883,자영업,L0308,90일 이상,0.0,0.0
309,41,여성,화성시,28509297,177,실패,0,28509297,전화,5,0,,916,6481,무직,L0309,90일 이상,0.0,0.0
310,23,남성,안양시 만안구,46567712,318,실패,0,46567712,전화,11,0,,607,7835,직장인,L0310,90일 이상,0.0,0.0
311,45,남성,성남시 중원구,48098208,22,성공,36022454,12075754,문자,2,0,3.0,836,2390,직장인,L0311,30일 미만,0.7489354696956694,18011227.0
312,49,남성,음성군,27927504,261,실패,0,27927504,방문,9,0,,752,6732,자영업,L0312,90일 이상,0.0,0.0
313,62,남성,금산군,26853112,59,성공,13523905,13329207,문자,2,0,15.0,765,3590,자영업,L0313,30일~90일,0.5036252409031773,6761952.5
314,41,남성,고성군,3027007,93,성공,2442141,584866,전화,4,0,20.0,633,3577,직장인,L0314,90일 이상,0.8067840609552605,610535.25
315,22,남성,수원시 팔달구,17785095,290,성공,12017564,5767531,전화,9,0,286.0,422,7386,직장인,L0315,90일 이상,0.6757098570460265,1335284.888888889
316,41,남성,성남시 분당구,24859324,27,성공,19498661,5360663,문자,2,0,6.0,759,4124,직장인,L0316,30일 미만,0.7843600654627616,9749330.5
317,36,남성,부천시,33841263,112,성공,20200893,13640370,전화,4,0,36.0,625,7593,직장인,L0317,90일 이상,0.5969308237697866,5050223.25
318,50,여성,철원군,36058792,174,실패,0,36058792,전화,7,0,,787,5205,직장인,L0318,90일 이상,0.0,0.0
319,46,남성,용인시,12363517,14,성공,6365858,5997659,문자,1,0,2.0,531,4644,직장인,L0319,30일 미만,0.514890544494742,6365858.0
320,37,남성,청양군,25455170,137,성공,16565525,8889645,방문,5,0,90.0,486,4146,직장인,L0320,90일 이상,0.6507725149743647,3313105.0
321,33,여성,과천시,23031575,351,성공,20076924,2954651,전화,13,3,52.0,698,7863,직장인,L0321,90일 이상,0.8717130287442348,1544378.7692307692
322,29,남성,동해시,7135153,252,실패,0,7135153,전화,9,0,,723,7178,자영업,L0322,90일 이상,0.0,0.0
323,23,여성,예산군,31917890,328,성공,20495347,11422543,전화,11,1,80.0,507,2164,직장인,L0323,90일 이상,0.6421272521460535,1863213.3636363635
324,59,남성,의왕시,19074199,229,성공,11554167,7520032,전화,9,0,29.0,495,5987,자영업,L0324,90일 이상,0.6057484773017205,1283796.3333333333
325,54,여성,제천시,28035782,272,실패,0,28035782,방문,11,0,,421,5715,자영업,L0325,90일 이상,0.0,0.0
326,54,여성,음성군,34756793,282,실패,0,34756793,방문,10,0,,492,5471,무직,L0326,90일 이상,0.0,0.0
327,31,남성,안성시,18844871,309,실패,0,18844871,전화,11,0,,644,4725,자영업,L0327,90일 이상,0.0,0.0
328,30,남성,부여군,8180513,352,실패,0,8180513,전화,13,0,,922,5711,직장인,L0328,90일 이상,0.0,0.0
329,49,남성,군포시,16078564,198,성공,11122627,4955937,전화,8,0,51.0,653,3798,직장인,L0329,90일 이상,0.691767436445195,1390328.375
330,30,여성,용인시,39117725,263,성공,24536311,14581414,방문,8,0,164.0,607,7270,직장인,L0330,90일 이상,0.6272427908320333,3067038.875
331,40,남성,청주시 서원구,36769991,258,실패,0,36769991,전화,8,0,,799,5888,직장인,L0331,90일 이상,0.0,0.0
332,55,여성,포천시,28219720,105,실패,0,28219720,방문,2,0,,560,5472,직장인,L0332,90일 이상,0.0,0.0
333,48,남성,논산시,46928895,106,실패,0,46928895,방문,4,0,,807,3306,자영업,L0333,90일 이상,0.0,0.0
334,60,여성,안산시,27326820,284,실패,0,27326820,방문,10,1,,656,5082,직장인,L0334,90일 이상,0.0,0.0
335,25,여성,동두천시,41202086,290,성공,40164811,1037275,전화,11,4,205.0,714,3850,자영업,L0335,90일 이상,0.9748246969825751,3651346.4545454546
336,52,여성,안양시,6154401,170,성공,5751071,403330,방문,5,1,23.0,893,2063,직장인,L0336,90일 이상,0.934464783818929,1150214.2
337,38,남성,아산시,25813482,11,성공,21779261,4034221,문자,1,0,9.0,844,4093,직장인,L0337,30일 미만,0.8437165121698809,21779261.0
338,25,남성,용인시 기흥구,16916809,59,성공,16669326,247483,문자,2,0,40.0,513,7556,자영업,L0338,30일~90일,0.9853705861430486,8334663.0
339,57,여성,부여군,4624079,63,성공,2773604,1850475,문자,3,0,31.0,928,5787,직장인,L0339,30일~90일,0.5998176069223731,924534.6666666666
340,48,남성,당진시,39942018,319,실패,0,39942018,전화,12,0,,889,2286,직장인,L0340,90일 이상,0.0,0.0
341,20,여성,부천시 오정구,41450390,234,실패,0,41450390,전화,10,0,,567,6288,직장인,L0341,90일 이상,0.0,0.0
342,50,남성,이천시,28426637,67,성공,26616859,1809778,문자,1,0,14.0,421,2936,직장인,L0342,30일~90일,0.9363351352465646,26616859.0
343,66,남성,태안군,3548025,303,실패,0,3548025,전화,11,0,,794,7801,직장인,L0343,90일 이상,0.0,0.0
344,49,남성,안산시,22833064,23,성공,14506065,8326999,문자,1,0,15.0,821,2806,직장인,L0344,30일 미만,0.6353096106593491,14506065.0
345,55,여성,광주시,10243004,126,성공,9330354,912650,전화,4,0,26.0,680,5302,직장인,L0345,90일 이상,0.9109001617103732,2332588.5
346,67,여성,양주시,49829651,98,성공,32760184,17069467,방문,4,0,93.0,559,4701,직장인,L0346,90일 이상,0.6574435771183708,8190046.0
347,69,여성,구리시,43695744,16,성공,34263839,9431905,문자,1,0,11.0,906,4358,직장인,L0347,30일 미만,0.7841459113271992,34263839.0
348,43,여성,가평군,45831433,76,성공,45663587,167846,문자,4,0,67.0,506,6628,무직,L0348,30일~90일,0.9963377536111515,11415896.75
349,42,남성,수원시 장안구,836991,109,실패,0,836991,전화,5,0,,634,7258,직장인,L0349,90일 이상,0.0,0.0
350,49,여성,아산시,41024614,352,실패,0,41024614,전화,12,0,,845,2347,직장인,L0350,90일 이상,0.0,0.0
351,62,여성,진천군,12431019,218,실패,0,12431019,방문,9,0,,721,7853,직장인,L0351,90일 이상,0.0,0.0
352,35,여성,오산시,47133453,290,실패,0,47133453,전화,10,0,,877,6839,직장인,L0352,90일 이상,0.0,0.0
353,45,여성,광주시,19927079,148,실패,0,19927079,전화,4,0,,538,5705,자영업,L0353,90일 이상,0.0,0.0
354,48,남성,당진시,10272768,204,성공,5446882,4825886,방문,8,0,181.0,588,5188,무직,L0354,90일 이상,0.5302253491950758,680860.25
355,53,여성,의정부시,37884337,42,성공,34491790,3392547,문자,1,0,41.0,470,5470,직장인,L0355,30일~90일,0.9104498780063117,34491790.0
356,34,여성,성남시 분당구,25057119,334,실패,0,25057119,방문,13,2,,581,3278,직장인,L0356,90일 이상,0.0,0.0
357,21,여성,춘천시,31139792,284,성공,27930197,3209595,방문,11,0,37.0,448,2954,직장인,L0357,90일 이상,0.8969294656817233,2539108.8181818184
358,62,남성,홍성군,17855187,103,성공,10018965,7836222,전화,3,0,91.0,560,6530,자영업,L0358,90일 이상,0.5611234987345693,3339655.0
359,41,여성,안양시,18935087,87,성공,18836572,98515,문자,4,0,65.0,414,5019,직장인,L0359,30일~90일,0.9947972248556344,4709143.0
360,23,여성,부천시,37990025,239,실패,0,37990025,방문,10,0,,707,3581,직장인,L0360,90일 이상,0.0,0.0
361,67,남성,영월군,38758260,306,성공,37134085,1624175,전화,9,0,193.0,825,3570,자영업,L0361,90일 이상,0.9580947390311123,4126009.4444444445
362,50,남성,동두천시,49286818,298,실패,0,49286818,전화,10,1,,766,3754,자영업,L0362,90일 이상,0.0,0.0
363,57,여성,양평군,3169457,333,실패,0,3169457,전화,11,0,,606,6916,직장인,L0363,90일 이상,0.0,0.0
364,43,남성,광명시,42730891,303,실패,0,42730891,전화,11,0,,702,6686,직장인,L0364,90일 이상,0.0,0.0
365,24,여성,옥천군,27115820,57,성공,25536129,1579691,전화,1,0,18.0,629,3369,직장인,L0365,30일~90일,0.9417428276187112,25536129.0
366,42,남성,화성시,32558536,290,실패,0,32558536,전화,11,0,,837,2442,직장인,L0366,90일 이상,0.0,0.0
367,39,남성,광주시,30193887,149,실패,0,30193887,전화,6,0,,760,5995,직장인,L0367,90일 이상,0.0,0.0
368,59,남성,안양시 동안구,26374971,117,실패,0,26374971,전화,4,0,,499,2623,직장인,L0368,90일 이상,0.0,0.0
369,64,여성,태안군,2091463,124,성공,1363279,728184,방문,5,0,100.0,792,7394,직장인,L0369,90일 이상,0.6518303216456615,272655.8
370,22,남성,오산시,37330923,104,성공,28075131,9255792,전화,4,0,38.0,475,7617,직장인,L0370,90일 이상,0.7520609924378243,7018782.75
371,65,남성,충주시,26545444,38,성공,19012562,7532882,문자,2,0,3.0,608,7413,직장인,L0371,30일~90일,0.71622693521344,9506281.0
372,50,여성,홍천군,27418423,86,실패,0,27418423,문자,5,1,,400,5439,자영업,L0372,30일~90일,0.0,0.0
373,56,남성,청주시 흥덕구,3233844,126,성공,1940075,1293769,전화,5,0,73.0,768,2007,직장인,L0373,90일 이상,0.5999284442910666,388015.0
374,69,남성,안양시 만안구,42360124,290,실패,0,42360124,전화,10,2,,656,6896,직장인,L0374,90일 이상,0.0,0.0
375,51,남성,천안시 서북구,5744210,54,성공,5213875,530335,문자,2,0,13.0,492,5066,직장인,L0375,30일~90일,0.9076748586837877,2606937.5
376,64,여성,용인시 처인구,10354168,91,성공,7493471,2860697,전화,3,0,31.0,621,5815,자영업,L0376,90일 이상,0.7237154158595843,2497823.6666666665
377,53,여성,화천군,13727024,154,실패,0,13727024,전화,6,0,,526,3057,직장인,L0377,90일 이상,0.0,0.0
378,57,여성,청주시 청원구,14423891,252,성공,7711795,6712096,전화,10,1,198.0,540,7039,직장인,L0378,90일 이상,0.5346542760202501,771179.5
379,66,남성,서산시,26647208,281,실패,0,26647208,전화,11,1,,615,3652,무직,L0379,90일 이상,0.0,0.0
380,59,남성,정선군,29892740,254,실패,0,29892740,전화,10,1,,782,4410,직장인,L0380,90일 이상,0.0,0.0
381,59,남성,삼척시,36954356,182,성공,31275681,5678675,전화,7,0,120.0,582,5026,직장인,L0381,90일 이상,0.8463327300305273,4467954.428571428
382,62,남성,군포시,32064827,364,실패,0,32064827,전화,12,0,,684,3932,자영업,L0382,90일 이상,0.0,0.0
383,61,남성,고성군,48682066,240,성공,29358232,19323834,방문,10,0,57.0,643,4099,자영업,L0383,90일 이상,0.6030605192474782,2935823.2
384,68,남성,여주시,16330266,141,성공,11918535,4411731,전화,6,0,63.0,511,5554,직장인,L0384,90일 이상,0.7298432860799695,1986422.5
385,58,여성,용인시 기흥구,21505252,66,성공,14389165,7116087,문자,3,1,41.0,440,2411,무직,L0385,30일~90일,0.6691000412364384,4796388.333333333
386,63,남성,부천시 오정구,27383359,67,성공,23814009,3569350,전화,4,0,45.0,740,2518,직장인,L0386,30일~90일,0.8696525871789506,5953502.25
387,33,남성,파주시,45739390,237,성공,28488522,17250868,전화,9,1,11.0,650,6896,자영업,L0387,90일 이상,0.6228443798660191,3165391.3333333335
388,34,여성,당진시,13775489,100,실패,0,13775489,방문,4,1,,847,5423,직장인,L0388,90일 이상,0.0,0.0
389,51,남성,용인시,36060935,185,실패,0,36060935,방문,7,0,,694,5055,직장인,L0389,90일 이상,0.0,0.0
390,51,여성,연천군,16979681,195,성공,15843365,1136316,전화,6,1,46.0,664,5131,직장인,L0390,90일 이상,0.9330778946907189,2640560.8333333335
391,42,여성,태안군,23346364,185,성공,13058408,10287956,전화,6,0,161.0,635,2829,자영업,L0391,90일 이상,0.5593336932466229,2176401.3333333335
392,36,여성,청양군,1808936,63,실패,0,1808936,문자,3,0,,548,2068,자영업,L0392,30일~90일,0.0,0.0
393,57,여성,태백시,23709646,12,성공,12114434,11595212,문자,1,0,1.0,803,7542,직장인,L0393,30일 미만,0.5109495941019111,12114434.0
394,28,남성,화천군,23135391,177,성공,13003772,10131619,전화,5,0,60.0,561,2365,직장인,L0394,90일 이상,0.5620727136187151,2600754.4
395,30,남성,논산시,14303223,200,성공,10595308,3707915,전화,7,2,157.0,482,4389,자영업,L0395,90일 이상,0.7407636726351816,1513615.4285714286
396,53,여성,홍성군,35206139,222,성공,26678396,8527743,전화,6,0,96.0,708,4308,직장인,L0396,90일 이상,0.7577768184122661,4446399.333333333
397,21,남성,태백시,27047206,197,실패,0,27047206,전화,6,0,,529,6601,직장인,L0397,90일 이상,0.0,0.0
398,56,여성,구리시,47876926,357,성공,41054364,6822562,전화,13,4,284.0,741,6577,직장인,L0398,90일 이상,0.8574979103712715,3158028.0
399,39,남성,청양군,48077438,178,실패,0,48077438,전화,7,0,,475,6057,자영업,L0399,90일 이상,0.0,0.0
400,41,남성,용인시,9111625,310,실패,0,9111625,전화,10,0,,724,4345,직장인,L0400,90일 이상,0.0,0.0
401,63,여성,연천군,18961114,225,실패,0,18961114,전화,7,2,,895,6391,무직,L0401,90일 이상,0.0,0.0
